tweet_id,customer_message,response
1632310,@AppleSupport are we just gonna pretend that we don’t have a glitch with the letter I️I️,@499489 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9
2488752,@AppleSupport why do my speakers on my iPhone 8plus crackle when I play music on a medium to loud volume?  For paying close to $1000 I expect better...and yes I have updated everything,"@627907 Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Please DM us so we can gather further details. https://t.co/GDrqU22YpT"
2020525,@AppleSupport What is this strange character to the left that appears in my text box when I’m typing? Phone weird since iOS 11!!! https://t.co/5Z3bgVtfC3,@517297 We want to get this taken care of. Please start with the steps here: https://t.co/tTi2c9SDuV and DM if the issue continues. https://t.co/GDrqU22YpT
1657781,I’m having the same issues! Any solutions? @115858 @AppleSupport #iPhoneX https://t.co/cOkoBV6WUH,@505815 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2589717,@AppleSupport I’m having lots of problems with my iphone 6 battery but it seems impossible to set an appointment at the apple store in Rio.,"@733571 We can help you from here. Give us some details on what your experiencing with your iPhone’s battery, and we’ll get started."
2403809,It took less than 50MB to completely wreck one of the most essential apps. #BringMyMusicBack 😢 @AppleSupport https://t.co/jiEiGrX7VZ,@691481 We want to make sure you can enjoy your Music app. When did the issue begin? What is your current iOS version?
1690089,"@AppleSupport Model 7+
Just updated from 11.0.2 and same issue.  Just connected the dots on the double dashes. https://t.co/H9IGxcwbcm",@513092 Have you tried any troubleshooting steps so far?
1194558,@AppleSupport It does it with every app. And yes it’s up to date with the software.,@400686 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
796583,"@115858 when texting, why does autocorrect change ‘is’ to ‘I.S’? #annoying #notjustme #change #please",@309948 We can definitely look into this with you. Which device are you using? Which macOS or iOS are you running?
916936,"@AppleSupport every time I try to update my phone I get this error, how can I fix this &amp; update my phone? https://t.co/PXIcjyOwd9",@337690 We understand wanting to update and we'd like to help. How much storage space is available on your iPhone?
2630214,@AppleSupport I was wondering if you send a message with the iPhone X and the recipient doesn’t have the X will they still get the animated emojis?,"@742767 Yes, they can still view them.  Let us know if you need any further questions."
1967771,"@AppleSupport my phone has died at around 30%-40% about 2-3 times a day the past few days, having to have it constantly on charge😡🙄",@583091 Let's check into this together.  What iPhone do you own? Which iOS version shows in Settings &gt; General &gt; About? Meet us in DM. https://t.co/GDrqU22YpT
1681689,@115858 I️ I️ I️ I️ I️ beg you to I️ I️ I️ I️ I️ FIX THIS SHIT,@511277 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2636966,@744287 @115858 @4692 Seriously. Still can't get 3 of the songs to download for some f'ed up reason. I even tried manually downloading them onto my laptop old school style. No love. Never again.,"@744286 Let's check into what's going on with your purchased album. Have you been able to fully close out of the app and then try again? Meet us in DM if it continues after force closing, please. https://t.co/GDrqU22YpT"
2618368,"@AppleSupport i can’t download them with data, ever. it sucks when I’m outside. please fix this.","@739959 Have you checked Settings &gt; Cellular &gt; Files to make sure cellular is enabled for the Files app? Also, what's the version of iOS installed in Settings &gt; General &gt; About?"
1399385,"4 hs de uso del iPhone y ya 23% de batería, lo reinicie 3 veces xq se tilda la pantalla! @115858 @AppleSupport que pasaaaaa????",@445394 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2981631,"@115858 @AppleSupport #iTunes is not opened although the App Store is warning me that it can't update the system if iTumes is open, which is not! #Bugs! #Apple https://t.co/pwH2alCuiM",@544332 We're here to help. Have you tried force quitting iTunes from the Apple Menu?
2071080,@AppleSupport do you recommend carrying ha genset to charge iphone6 after ios11 upgrade? Battery went from 100 to 0 in 15min. #ios11problems,"@612495 Thanks for reaching out, we'd like to look into your battery concerns further. Please meet us in DM to proceed. https://t.co/GDrqU22YpT"
2547271,@115858 well you’ve outdone yourselves on shocking service for a faulty 3 month old iPhone that I’m stuck with yet you have my money. @1647,"@723937 That's not the experience we ever expect you to have. DM us some details about what's going on, and we'll see how we can help. https://t.co/GDrqU22YpT"
87175,@AppleSupport I'm. Pretty sure this is spam. Just thought I'd pass it on https://t.co/LKhiuqtnox,"@135076 Thanks for bringing this to our attention. You are correct, this is a phishing email. If you'd like more information regarding these emails and how to report them, please check out https://t.co/LNMCdqt6fD."
1684430,@115858 fix this I️ problem. Ya worse than 2K right now,@511891 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
541208,"Using @115858 airpod ! impressed with smooth connectivity , battery and sound quality of it. One issue how to enable automatically answering incoming call ?? @AppleSupport","@245556 Being able to automatically answer calls with your AirPods isn’t an available feature. However, we always want to hear how our customers want to use their devices. You can leave your feedback here: https://t.co/eTPVYVFyd8"
1342675,@AppleSupport The newest one. 11.0.3,@430740 What happens when you try to use FaceTime? DM us here: https://t.co/GDrqU22YpT
629729,@AppleSupport Hello - are you able to help with an Apple Upgrade Program issue?,@269183 We can point you in the right direction. Please reach out to our Online Store team here: https://t.co/8yjRd1Xo0i
2312544,Me hate the stupid update so me can’t use the letter (you know what letter) 😡😡 please fix @115858,@670642 This is certainly not the behavior we want you to experience. We want to help! Could you DM us which iOS 11 version you're using? Here's a link to help locate your iOS version: https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT
2371266,@684223 @571585 @AppleSupport I have to sign into my cloud every time I wake up my phone or iPad😡,"@700501 We'd like to see if we can help with this. To get started, send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT"
110881,So excited to pick up my iPhone X this week and now the annoying green line appears. Any suggestion @115858 @AppleSupport,"@140661 We want you to enjoy your new iPhone X and we're happy to do everything we can to help. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT"
895998,@AppleSupport @332788 my phone also freezes and eats battery now and I feel despair and anger,@332787 Which iPhone model are you having these issues on? We'd like to know more to help.
1748707,"@AppleSupport I have the automatic updates on, just checked to be sure and there’s nothing that needs updating","@527091 Thanks for checking that. To clarify, is this also happening in the Messages app? Do you have a backup of your device?"
1991147,I️ updated my phone and I’m still seeing these boxes and exclamation marks. @AppleSupport WHY?,@589286 Let's get some additional information on this to help you. What iOS version are you using? Let's discuss in DM. https://t.co/GDrqU22YpT
1526001,@AppleSupport I️ have 11.0 I️ need 11.1 to fix ?,@473931 You can see how to update here: https://t.co/80YRnjDFDk
801730,"@AppleSupport I have a balance of $3.07 I want to make a purchase of $2.99 but, it says I have an insufficient balance why?","@311040 Hi there! For the best assistance with this issue, reach out to our iTunes Store Support here: https://t.co/SDIe7UiyJN"
1865578,@AppleSupport was complimented on my iphone 6 plus's condition by an apple store employee last week.  This week it's a brick due to ios11.,@557366 Let us help you with the iPhone today. Click the DM link and let us know what happened and we'll get started there. https://t.co/GDrqU22YpT
1841494,@AppleSupport Hello. Notifications on whatsapp are not working since upgraded to iOS 11.0.3. Please help.,@208151 We'll be happy to point you in the right direction. Could you please send us a DM so we can gather some info? https://t.co/GDrqU22YpT
998927,Dear @AppleSupport please stop making “I” appear as question marks in boxes. Thank you!,@356522  Hello. Check out this article and DM us any questions you may have: https://t.co/uQeXsrrlXJ https://t.co/GDrqU22YpT
1151309,iOS 11.03 inutilizou o iPhone inacreditável. #ios1103 #Apple @AppleSupport,"@390929 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2583216,@115858 @AppleSupport Ayeee wtf is good with this question mark shit that thing yah told me to do was working now it’s not Like hurry up and fix this bullshit,@500348 We’ll work through this together with you. DM us and let us know more about the issue you're having. https://t.co/GDrqU22YpT
2908103,@805191 @135589 @157036 @AppleSupport @115858 100000% true and tested and it give us full control over Apple device #quitApple,@805457 We'd like some details to assist. Send us a DM with the macOS this occurred on and your country and we'll continue there. https://t.co/GDrqU22YpT
774252,"iPhone 6 is so slow, glitchy, and unusable since iOS 11. Volume has gone super quiet. Guess that’s how @115858 gets their upgrades in 😫",@303126 We want to help get your iPhone working smoothly. What version of iOS you are running? Are issues occurring only in certain apps?
1971418,@AppleSupport I*,@583952 Let's check this out together. Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT
2051135,"@AppleSupport The new IOS update completely ruined the accessibility features, making my phone impossible to use as a blind guy. Thanks.",@606576 We’d like to get to the bottom of this. Reach out to local support or reach out to us via DM  https://t.co/IBIY3w3RGR https://t.co/GDrqU2kzhr
2359764,@115858 I’m having so many problems with my phone after installing #ios11update can’t hear when I make calls or receive. And it keeps crashin,@681483 Let’s team up to get this addressed. Does your iPhone become completely unresponsive when it crashes? Let us know via a DM. https://t.co/GDrqU22YpT
1990376,"@115858 my phone continuously overheats, what is wrong!!","@589041 We can partner with you and look into this. DM us the iOS version your iPhone is on currently, and we’ll get started. https://t.co/GDrqU22YpT"
2109802,"Hey @115858, how’s it going? I️. Fix it.",@622425 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1230308,Why is my iPhone capitalizing random words like “Just” “She” and “Not”??? It’s annoying @AppleSupport,@408553 We'd love to help. Is it capitalizing words at the beginning of sentences automatically? What version of iOS are you running?
1616957,@115858 @AppleSupport is there any chance you all will ever get these auto correct glitches under control??? Cause now instead of a problem with I there’s a problem with I.T (it autocorrects to that),@495835 This is not the experience we want you to have. Let's continue in DM. https://t.co/GDrqU22YpT
1817619,@115858 your #ios1103 has screwed up my iPhone 6. Give us the option to revert back to v10.3.3. @118721 @116333 @128511 @216880,@545971 We'd like to take a look at your iPhone 6. Let us know in DM what issues you're having after the update. We'll start there. https://t.co/GDrqU22YpT
1363878,Y’all cannot start fucking my phone up like this @115858,"@437575 We are happy to look into your iPhone's issues, please tell us what you're experiencing."
1976185,.@115858 really does get worse on usability in a big way. we're having the same issue and nothing helps @applesupport https://t.co/rQPRkq8z7u,"@585213 We'd like to look into this with you. Please DM us and let us know exactly what's going on, including any steps you've tried. https://t.co/GDrqU22YpT"
1876901,"@AppleSupport Post 11.0.3 update my phone’s sluggish, screen freezes, landscape portrait orientation faulty. Please undo this update.",@131850 We'd love to look into this with you. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
1286439,@AppleSupport I've done this countless times. And I'm on my 4th replacement phone. What are you guys gonna do about this?,@420887 Let's move over to DM using the link below to work on the issue further. https://t.co/GDrqU22YpT
1533071,Can someone explain to me and @62657 why our capital “i” is screwed up in our keyboards???? @115858,"@475493 We are happy to assist. DM us the type of iPhone and iOS version you're using, and we'll go from there. https://t.co/GDrqU22YpT"
2773142,"@AppleSupport Achei um desrespeito com o consumidor um revendedor Apple exigir 15 dias uteis para reparar ou trocar um iPhone. Poxa quem hj em dia consegue ficar 15 dias sem utilizar o telefone, quando se trabalha com ele e tudo? Não tive como deixar ainda por isso.","@775083 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2153388,me so tired of seeing them lil boxes...mePhone need to get it together @AppleSupport,@632725 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1142082,@115858 why does my Bluetooth turn on for no reason,"@388824 Have you updated to iOS 11? If so, this article may explain: https://t.co/G7BHuQnDS6"
2584373,@AppleSupport so can you fix the fact that my speakers pop and crackle when I stream videos on my #iPhone8Plus? It would be nice. Thanks.,@732351 We definitely want you to be able to enjoy your audio without the distractions! Let's take a look into this. What iOS version is your phone on? That's under Settings &gt; General &gt; About.
1980889,Sorry -- mean to add in #iTunes @118721 @AppleSupport https://t.co/w5qdbofxma,"@586373 We want to take a look into this with you. Go ahead and meet us over in DM, and we’ll provide as much information as possible. https://t.co/GDrqU22YpT"
1632292,Really frustrated with @115858 and this bug when you type “i” correcting to I️.  FIX IT PLEASE @AppleSupport,@499484 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.
1022590,@115858 please fix this horrible iOS. My battery life is awful!  64% to 36% in 20 minutes?,@361974 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
1007147,@AppleSupport This new IOS update has ruined my phone. Freezes all the time. Can’t hear anyone on calls. Infuriating.,"@358326 We're here to help. DM us, and we'll look into this. https://t.co/GDrqU22YpT"
1840537,@AppleSupport 11.0.3,@551596 Thanks. DM us how long this version has been installed and what country you're in. We'll continue support there. https://t.co/GDrqU22YpT
2818592,How about you fix issues where my 2 month old iPhone 7 stops f**ckin’ freezing? @AppleSupport https://t.co/jLKVTMLx9w,"@785670 We understand wanting to have your phone running, without freezing. Updating the iOS software can actually help with this, as it can ensure the issue is not the result of a software conflict on the device.

Backup and update the iOS; and DM if we can assist further. https://t.co/GDrqU22YpT"
964382,@AppleSupport any idea why my ipad screen won’t rotate after the iOS update? The rotate lock isn’t on. Was fine before. Have tried reset.,@348900 Let's dig into this together. You mentioned you'd reset the iPad. Have you restarted with these steps: https://t.co/OWRDHWSt4h
1915426,Thank you @115858 for making yet another update that makes my iPhone SUCK! #SoooSloooooooow Why can’t you figure this out? 😡 @AppleSupport,"@570534 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
2451726,WHY can i still not download iOS 11?? it fails to verify every time and i'm super annoyed. @AppleSupport https://t.co/HTMy4r76PC,"@482457 We're here to help. If you haven't yet, try installing the update through iTunes. Follow these steps: https://t.co/80YRnjDFDk"
1219228,"@AppleSupport lost 4 months of photos after uodating to ios11.
Ridiculous. Done with Apple products.
#ios11 #appleproblems #lostphotos",@406058 We want to look into this. DM us and we'll meet you there. https://t.co/GDrqU22YpT
2485863,"@AppleSupport can you please help me to get rid of this pop up that keeps coming on my macbook Air.
If anyone from my list knows the solution please do help :-)

#AppleSupport https://t.co/WH0BolCxHy",@710078 We've received your DM to us about this issue as well. We will be responding to you in there shortly. Thank you!
672991,@AppleSupport every time I go to send a message it is crashing and I can't receive any texts either,"@280539 Messages are important, we agree. Which device and version of iOS are you using? By crashing, do you mean the iPhone or the app?"
902884,@238356 @AppleSupport Mo!! I been seeing this all week!? Like wth Apple!! Fixit! Lol,@458259 What iOS version is on your device? DM us your answer. https://t.co/GDrqU22YpT
2371246,@115858 can y’all fix this mf I️ shit,"@684214 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2619957,Does anyone know why I still see A? for emojis even though I updated my iPhone 7 Plus? I have the emojis on my phone but I can’t see other people’s emoji’s 🤔@AppleSupport,"@740339 We're here to help. This is a great question. The update fixes auto-correct on your iPhone, but it doesn't go back and fix published or sent messages."
1996102,@AppleSupport why is there a cloud next to all my icons ? https://t.co/Bk9ZQTW2DF,@270988 We’ll do everything we can to help. Which device and operating system are you using? Let us know in DM where we’ll team up. https://t.co/GDrqU22YpT
2898984,"@803137 @115858 Dear @115858, the battery life on every iPhone sucks.....",@803785 We'd be happy to help with your iPhone's battery life. When did you notice this happening? Send us a DM to let us know. https://t.co/GDrqU22YpT
1966039,@AppleSupport Can I use an Apple Store Gift card to pay for AppleCare over the phone or online? I was told I have to go in store to do so.,@582730 You can purchase AppleCare or AppleCare+ using an Apple Store Gift card. Here are details: https://t.co/YSjrgVAquU
2177239,Bruh I just need @115858 to fix the damn glitch cause I’ve already done what I had to do and its...still not working.,@638155 We'll be happy to help. DM us and we'll go from there. https://t.co/GDrqU2kzhr
2485683,@115858 never had a problem listening to my music until ios11. when y’all gonna fix it,@710026 What problems are you having? We'll be happy to assist as best we can.
2065314,@115858 my phones moving mad since your bloody update 😶,@610759 We'd love to team up to find a solution for your iPhone. Send us the details of the issue you're experiencing via DM. https://t.co/GDrqU22YpT
2335088,@AppleSupport hey just wondering If I purchased the Apple TV 4K would it still work ok on my led tv I’m not looking to get a 4K tv just yet,@675688 You can use your Apple TV 4k with non-4k displays too. Our website here has more information: https://t.co/3Y2HCovI6b
417298,Dear @115858 your #iOS11 is giving my #iphone6 some very painful #PrisonStyleAnal. My phone can barely sit now. Please fix it. #Apple #iphone,@178575 We want to help you resolve this issue. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT
2492405,"@115858 really wants us to all get the new generation of phones so bad, like literally as soon as the 8 came out my phone starting fucking up 🙄","@623448 If you're running into issues with your iPhone, we'd like to help you out. Please tell us the exact issue(s) your experiencing. Also, please let us know what version of the iOS software you currently have installed."
1748802,@115858 @AppleSupport why is my I️ not working i that’s a u,@144688 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1877385,"@AppleSupport New iOS update is amazing, the rapid battery drain really inconveniences me but at least the phones gotten really slow too",@560406 Let's help get this resolved. Please DM us the version of iOS 11 you're using and we can go from there. https://t.co/GDrqU22YpT
2069415,"@AppleSupport since my new update on my iPhone 7+, my phone does nothing but freezes and I’m forced to restart.",@611981 Send us a DM and tell us which version of iOS 11 you see under Settings &gt; General &gt; About &gt; Version. Meet you there to help. https://t.co/GDrqU22YpT
619515,"@AppleSupport iOS11.1.2 on iPhone6; camera blur, gps not working. No longer laggy but camera and gps is my lifeline and its not working now. Pls help","@267018 We know how important it is to have your iPhone performing at its best. Send us a DM telling us when you began to see the change in performance with your Camera and GPS. Also, let us know what country you're currently located in. https://t.co/GDrqU22YpT"
1924861,@AppleSupport I fixed the issue on my phone and my wife's phone by enabling airplane mode and then disabling airplane mode. Issue happened with everyone I know who has an iphonex iphone10,@572930 Good to hear you got this resolved. Let us know if you need anything else.
1499974,@115858 Great I can pay £200 more than people in America for a phone that will freeze when I try to use the fucker thanks to ios11 !!! https://t.co/qhCW90OEqA,@592128 Hello there. We'll be glad to look into this further with you. Please tap here to meet us in DM and we'll get started: https://t.co/GDrqU22YpT
1579827,@AppleSupport why is my phone changing letters to symbols,@486446 This article here can help with that https://t.co/xU1AGHStV6 Please DM us if the issue continues. https://t.co/GDrqU22YpT
1738750,@AppleSupport My iPhone 7 is making a quiet ringing noise. I can hear it when I put the phone up to my ears. I haven’t had any other issues,@406104 We can assist you. We recommend restarting your device if you haven't done so. Let us know if the sound persists.
1957422,"@AppleSupport Every time I plug my phone into my computer to back it up, itunes wants to act a fool.... I'm pissed",@580811 Can we help?  What's going on?
1951522,"@115858 I got an iPad pro today
I can't get it to download any apps because it won't varify my apple id  account. I've tried everything.",@579566 Congratulations on your new iPad Pro! Let's jump in front of this. What happens when you try to download an app? DM us: https://t.co/GDrqU22YpT
2044505,"@AppleSupport every few weeks ""my apply ID has been locked for security reasons"" and I have to go through and make a new pw. Why???",@604596 We'd be glad to advise on the best way to figure this out. Meet us in DM so we can gather more information. https://t.co/GDrqU22YpT
2287252,@AppleSupport It’s usually whenever I type in any app. It’s like my keyboard gets stuck for a minute and doesn’t catch up to what I’m typing right away.,"@664548 Got it. Do you have any third-party keyboards installed? Also, have you tried to restart the iPhone since you first noticed this? If not, let’s do that now please."
1522656,@AppleSupport Lots of people around the world are experiencing problems with crashes of the messages app on iPhone X! Can you fix that soon?,"@473153 Let's work together to figure out what's going on. Is Messages the only app crashing? Also, what is the exact iOS version?"
1531064,@AppleSupport iPhone 6s Plus gets stuck landscape mode while Holden it straight gets annoying when working,"@474980 We understand how you feel. We can help. Tell us, what iOS version you are using. Find it in Settings &gt; General &gt; About."
1416487,I updated my phone and restarted why am I still seeing question mark boxes 😐 @AppleSupport,"@449203 We want to help you. DM us, and we can look into what's going on. https://t.co/GDrqU22YpT"
2857316,@AppleSupport so tell me why my Apple ID keeps going back to an old email after I change it? I’ve had to change it back and my pw 5x 2day!,@794131 This may be happening because you purchased apps under the old Apple ID. Did you make a new ID or change an old one?
1394920,"Hey @AppleSupport @115858 with your latest iOS update patch, now my Alarm Clock won't work even after resetting everything. Please help.","@444389 We can help. To verify, have you added a new alarm at least 5 minutes out to test if new ones work?"
441312,@219683 @AppleSupport Mine stopped connecting to my Mac so I can’t download any of my pics or videos #seriously,@485371 Please see this article for help with reconnecting your Mac and iPhone: https://t.co/bLcjSdxDgO
2367784,"Cara atualização do IOS 11, e fica pior, falta recursos, trava, some barra... que vergonha @115858 @AppleSupport @86012","@683385 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2059811,@AppleSupport battery life on 7plus is killed with iOS 11.0.2. Draining quicker than my bath.,"@609194 Check out these great tips on maintaining battery health, and DM us if you have any questions: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT"
1970531,I never should’ve updated my phone. It’s next-level messed up. I see you @115858 👀. You ain’t slick.,@583717 What's happening with your iPhone? We'd like to help out. Tell us additional details about this issue in a DM. https://t.co/GDrqU22YpT
2095389,"@AppleSupport Ahh not again iOS 11.0.2 makes my iPhone 5s freeze all time, not able to use phone properly !! Pls fix",@619038 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
2285165,"@AppleSupport I use Apple Watch series 3. After updating to watch OS 4.1 which released 3 days back, the activity app is not tracking the miles walked, calories spent. Is this an issue with the latest update ?","@664044 We'd like to dig in to what's happening on your Apple Watch. Let's continue chatting via DM. Tell us what type of iPhone you have paired with your Watch, along with your current iOS version. https://t.co/GDrqU22YpT"
431272,@AppleSupport 11.0.2,@217539 Can you tell us what apps won't open? Have they been updated?
1700867,@115858 is really fuckin up my phone lately and it’s pissing me off.,@515746 We want to help. Can you tell us a bit about what is happening with the phone?
1735946,"Yo @115858, fix the “I️” glitch.",@524113 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
156001,"@AppleSupport Today, but like I said,,if I’ve turned it on first thing in the morning and had the problem","@151814 This may have just started with the boot up this morning, then been resolved with the restart. Keep an eye on it for now, and if you see it re-occur take screenshots of it and then send those to us via DM. https://t.co/GDrqU22YpT"
2401270,No one from @AppleSupport contacted me as promised and my #IOS11 still not working. A LOT of freezing and malfunction,@457621 We understand your concern and we'd like to help. Please DM us and we'll continue there. https://t.co/GDrqU22YpT
174142,"@115858 last several updates to fix iPhone and still locks up sending messages, please fix it!",@156807 That is certainly not the experience we want you to have. Which version of iOS 11 are you currently using?
1724848,@AppleSupport - when is this infuriating “I️” issue going to be fixed?   Takes me 5x longer to email from my phone. Awful.,@521685 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
508240,"I love my iPhone so much but I’m this 👌 close to switching to Samsung because I’m tired of these phones fucking up every few months, never fails. Do they not know I pay good money for this shit or??? @115858",@236692 Hey there. We want you to love your iPhone too. What's going on with it? Please provide details so we can help out.
2435340,Can @AppleSupport clarify what happened with my upgrade (repeated errors &amp; lost date) &amp; why I had someone else's reservation in my account!? https://t.co/QxttnDqDH3,@698757 Let's meet up in DM. Click the link and provide us your country location. https://t.co/GDrqU22YpT
1659242,"@AppleSupport Sounds alarm klaxon to ask question about how to turn off iCloud syncing manually. Need a DM, please!",@294009 You can send us a DM at the link below with more details so we can take a look at helping you today. https://t.co/GDrqU22YpT
1874854,@AppleSupport i don’t get whatsapp notifications until i enter to the app since iOS was updated,@559712 We want you to be able to get all of your notifications. Let's start with this article https://t.co/dUz22quEPo https://t.co/GDrqU22YpT
1753159,"@AppleSupport I️ have a brand new iPhone, there should not be any bugs on it BUT THERE ARE",@418542 Thanks for reaching out. Could you give us more details regarding what you are experiencing?
1585376,Well my Late 2013 @115858 Macbook Pro has given up the ghost and the seven key has stopped working. Basically useless.,"@487791 We want to assist you with your Mac. DM us, and we can look into this. https://t.co/GDrqU22YpT"
2398177,@115858 please fix the iOS error.,"@690184 We'd love to help. Please let us know exactly what's going on, and which device you're using."
2205910,Can @115858 fix this damn glitch 😤🙄,@644971 Can you tell us more about the exact issue you're experiencing? We just released iOS 11.1.1 today. Be sure to back up your device and then update to the latest version and tell us if it helps with your issue. Thanks.
1915991,@115858 yes good evening my phone is 6 months old AND THIS UPDATE DONE FUCKED MY PHONE FIX IT PLS,@570701 We're in your corner. We'd love to help you with your device. Please DM your model and country so we can see your options. https://t.co/GDrqU22YpT
1881877,The update on my Apple Watch is really pissing me off 🙄 nothing is working right! Yo @115858 fix this crap,@392873 We're here to help. DM us what's going on with your Apple Watch and we'll work towards a resolution together. https://t.co/GDrqU22YpT
2321945,"@AppleSupport No. i use Apple charger to charge my iPhone. even its not charging with other chager , but when i connect my iPhone to PC charging process is normally.
before update to 11.1.1 everything was ok !","@670868 Let's keep working on this, DM us and we'll continue there. https://t.co/GDrqU22YpT"
795842,@AppleSupport is there any way I can get a refund from Music I bought a while ago?,@309754 We're happy to help and point you in the right direction. Visit our iTunes Team here: https://t.co/SDIe7UiyJN
1559956,"@116333 hi,I am Apple user since 2007. Yesterday morning I got defected screen on iPhone X from Etisalat UAE at the Dubai Mall.",@482026 Go ahead and send us a DM with more information so we can look into this. https://t.co/GDrqU22YpT
2889530,Not even 1 month of buying this watch series 3 my screen got popped up and I’m pretty sure my battery has swollen up but apple service centre is saying it’s not covered in warranty @156471 @115858 @AppleSupport https://t.co/liRl0uChoK,@801146 Thank you for reaching out to us. We'd like to gather more information about what you are experiencing. Can you DM us more about your device? What OS is the device running on? Are you able to turn it on at all? https://t.co/GDrqU22YpT
1767335,@531426 @AppleSupport I agree it seems like after it ages the battery really starts to die much quicker when I got my📱lasted 3-4 days now I’m charging 2/3 tmesday,@235818 We'd like to look into this with you. What version of iOS are you currently running?
1451836,"@AppleSupport All of a sudden after the new iOS update, there are handful of problems that I deal with daily: Music doesnt work, apps freeze, cannot call",@456916 We will look into all these issues with you. Click the DM link when you are ready to begin and we'll start working together there. https://t.co/GDrqU22YpT
1903603,@AppleSupport I'm confused by this concept. Shouldn't updating your details not trigger a transaction when it's not yet due?,"@567298 Thanks for reaching out. We want to help. When getting charged, are you being charged the full amount for Apple Music or less?"
1706977,@AppleSupport I️ still keep getting this error. May be best to update this on your end. Other friends are getting the error too,@517310 Meet us in DM so we may work together on what you're seeing today. Here's a link for that: https://t.co/GDrqU22YpT
1578468,"@AppleSupport Did that, still doesn’t help. I had to completely delete the keyboard and use Gboard",@173720 Let's take a look at this closer in DM. Please message us there: https://t.co/GDrqU22YpT
2949592,@AppleSupport When will we get the TV app in the UK?,@297650 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/BDV9MUC2p5
1915430,@AppleSupport I just updated to iOS 11.0.3 today....my battery is draining super fast! Please help!,@570536 The new iOS had changes in battery use settings. Check out how to resolve: https://t.co/XxEbE7Bhna then DM us any questions. https://t.co/GDrqU22YpT
447310,"@AppleSupport Thanks. It's a work machine so essential it's fixed :( 
No there's been no pattern. This morning it was 'resting' with nothing open, when I came to use it, it was completely unresponsive. Just now I had 2 things working and it did it again.",@220957 DM us your exact macOS version and we can take a look at this. https://t.co/GDrqU22YpT
1640197,@AppleSupport Keep getting an email every few minutes supposedly from Apple to reset my password. Can’t tell if it is genuine or not. Help!,"@501459 If it's coming to you repeatedly, then it is not likely from us. Take a look at our resource on phishing: https://t.co/sayPykspsk"
1742582,But forreal @115858 fix this whole I️ mess.,@525654 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2246708,"@AppleSupport I’m using a 6s, Ipad 2 &amp; iMac &amp; it’s the same story. I use iMail via btinternet",@654766 As this issue is happening on multiple devices it is going to be an issue with the email provider themselves.  Have you attempted to delete it by logging in through Safari to your email account?
2740739,@AppleSupport What the actual fuckery with this last update. Been trying to get my phone to work again for the last two hours and I've officially lost control on how to get back to my account!!!!!,"@767805 We want to help you out with any issues you’re having. Can you send us some more details about what’s going on? Meet us over in DM, and we’ll take a closer look at this with you there. https://t.co/GDrqU22YpT"
1145063,@AppleSupport İ did it. Thanks. Uninstalled new update's set up and download again finally solved.,@389490 Excellent. Glad you were able to update now. Reach back out if you need us again in the future.
