tweet_id,thread_id,customer_message,response,intent,should_escalate,escalation_reason,notes
851688,851687.0,@AppleSupport It’s getting connected and disconnected to my Sony XB20 Bluetooth speaker on its own while other phones(android) works fine since iOS 11,@322312 Have you tried unpairing and re-pairing to that speaker to see if that continues? https://t.co/K6XAvVwFkf,charging_issue,no,Standard charging troubleshooting can be automated,Phone stopped charging after an update.
2477582,2477582.0,"if anyone has been trying to get in touch with me I updated my phone and now it won't charge. @115858, I admire your business strategies.","@708155 We want to make sure you're able to charge your iPhone. We'll do everything we can to help. To start, check out the following article: https://t.co/uqxquyfdn0

If you're still having issues after that, reach out to us via DM. https://t.co/GDrqU22YpT",network_connectivity,no,Standard cellular connectivity troubleshooting can be automated,The problem only occurs when using a Jio SIM.
328075,328074.0,"@AppleSupport yess.
actually it only happens when i m using jio sim card","@194214 Got it, thank you.  Please send us a DM and we can look into this further with you. https://t.co/GDrqU22YpT",other_unclear,yes,Insufficient information to safely determine the problem,Only provides a vague result plus version numbers.
1083952,1083951.0,"@AppleSupport Nothing tried. 
11.1 / 4.0",@375682 Which country are you located within? Let us know in DM: https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Vague complaint about something happening to several people.
1003851,1003852.0,"@AppleSupport fucking hell what is this, it’s happening to a few people I know right now https://t.co/v7pbOkX0s7",@357596 We can help look into what's going on. What device and iOS do you have? It's under Settings &gt; General &gt; About.,apps_media_issue,no,Standard app/media troubleshooting can be automated,Playlists do not save and songs disappear.
1712449,1712449.0,"@115948 @AppleSupport why when I create playlists nothing saves? I put it in order and it doesn’t save, and songs just disappear. Ffs",@252872 We'd like to help out! Are you an Apple Music subscriber? Which iOS version is installed on your device?,apps_media_issue,no,Standard health/app troubleshooting can be automated,Health app shows duplicate Apple Watches and raises activity-data concerns.
1594978,1594979.0,@AppleSupport Well my health app had two Apple watches on it so I deleted one and then it happened but would this affect all of my activities data it didn’t really affect anything else but,@156179 Have you been creating iCloud backups? Send us a DM and let us know. https://t.co/GDrqU22YpT,purchase_order_support,yes,Store appointments and service cases may require human coordination,Customer cannot get an Apple Store appointment and does not know the problem.
1315581,1315581.0,@AppleSupport has not supported me in my efforts to get an appointment at the Apple store for help. I don’t know the problem and they seem to care less,@390685 We'd be happy to help get you scheduled. We just need the info we requested in DM to continue with scheduling that appointment.,other_unclear,yes,Insufficient information to safely determine the problem,Only says that something does not work.
1619365,1619364.0,@AppleSupport no it doesn't work.,@496410 Thanks for letting us know. We'd like to continue working with you on this via DM. https://t.co/GDrqU22YpT,network_connectivity,no,Standard Wi-Fi troubleshooting can be automated,Problem is isolated to the home Wi-Fi network.
2890714,2890713.0,"@AppleSupport It’s just my home WiFi, that been said I’ve only tried one other network and it connects fine. I’m using the BT HomeHub6 router. all my other devices (including an iPhone and iPad) work fine. I looked online and noticed other people are having the same issue.","@134431 Since the issue is occurring with one network, let’s try forgetting that network, and reestablishing the connection. This can be done by going to Settings &gt; Wi-Fi. From there tap the blue “i” with the circle, and tap “Forget This Network”.",other_unclear,yes,Insufficient information to safely determine the problem,Vague question with no identifiable issue.
1467790,1467790.0,What is going on @AppleSupport ? https://t.co/HuJtyW8Zbl,@460695 Hey we can help. Let's continue in DM to have a closer look. https://t.co/GDrqU22YpT,other_unclear,yes,Device activation/setup may require account or service investigation,iTunes activation behavior is abnormal and another iPhone X is stuck.
1541137,1541136.0,@AppleSupport iTunes would simply show iPhone and sit there. I was able to activate my phone after 3 hours. Now my wife’s iPhone X is stuck.,@477618 DM us if you're having this same issue with another iPhone. We'll look into this to be sure you're up and working with both iPhones. https://t.co/GDrqU22YpT,battery_issue,no,Standard battery troubleshooting can be automated,Overheating began after the update; heat is the primary battery-related symptom.
435827,435827.0,@AppleSupport how can I downgrade from iOS 11?. This iPhone SE is overheating after updated,@218524  We'd certainly like to help you with any issues you're noticing. Can you tell us what is happening since you updated?,ios_update_issue,no,Common update troubleshooting can be automated,Customer broadly attributes the phone problems to iOS 11.
1222703,1222703.0,Man I’m having so many problems with my phone with this iOS 11 I’ve never had this many issues with a new update. Terrible @AppleSupport,"@406913 What issues are you having? Let us know in Direct Message, we'd love to help. https://t.co/GDrqU22YpT",other_unclear,yes,Insufficient information to safely determine the problem,Only provides a link.
33413,33414.0,@AppleSupport  https://t.co/2vVFr3ZYiK,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Control Center/Dock behavior is described but the exact failure is unclear.
53005,53006.0,"@AppleSupport it happens on the center control and on the dock, no particularity with any app, happens with native and downloaded apps :(",@127945 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,performance_freezing,no,Standard performance troubleshooting can be automated,"Customer reports freezing, slowness, and broader software performance problems."
2148043,2148043.0,"@115858 please fix software issue. 😞 freezing music , slow ... etc",@631362 We want to help with that. Are you experiencing this only with your music? What's the device you're using?,restart_boot_issue,yes,Boot-loop problems may require deeper troubleshooting,High Sierra update caused a reboot error and repeated boot loop.
2545649,2545649.0,@AppleSupport tried updating to High Sierra on my MacBook Pro and it had this error message during reboot and now stuck on a loop to this same message every time I restart!! Don’t even want to update anymore just want access to my laptop. https://t.co/GQK9akH6cj,@723559 We are glad you reached out so that we can help you get back into your MacBook and install macOS High Sierra properly. Meet up with us in Direct Message so we can go through a few steps to make that happen. https://t.co/GDrqU22YpT,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character input bug.
2110867,2110867.0,I’m so triggered. For the past however many days I’ve never had the I️ problem until now. Literally where did you come from?????????? I️ can’t believe @115858 would do this to me https://t.co/37C71woLx3,"@622675  An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",other_unclear,no,No action is required for a simple acknowledgment,Simple acknowledgment.
36119,36118.0,@AppleSupport You too!,@123856 Thank you!,apps_media_issue,no,Standard Apple TV troubleshooting can be automated,Apple TV preview repeatedly pauses and crashes.
905220,905220.0,@AppleSupport I am really regretting my Apple TV 4K purchase.  Constant pausing and crashing when we try to watch a movie preview.  #Lame,"@334897 No worries, we have a dedicated team available to assist. Reach our Apple TV specialists here: https://t.co/IBIY3vMgPj",other_unclear,no,No action is required for a simple acknowledgment,Thanks AppleSupport for responding.
1642588,1642587.0,@AppleSupport Wow thank you. I️ didn’t think I’d get a response 😁,@502086 We're glad to help however we can. Reach out again in the future if you need us. Take care!,other_unclear,yes,Device-feature behavior is not clearly represented by the taxonomy,Apple Watch silent mode/Do Not Disturb behavior is not specific enough for another intent.
1626176,1626176.0,@AppleSupport paired my Apple Watch with iPhone 7. Now my phone won’t turn off silent mode / do not disturb and neither are on #help,@340562 We'd be glad to help out with your iPhone 7! Can you send us a DM with more information? https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Customer says the attempted update froze.
2833081,2833081.0,@AppleSupport what does this mean I tried updating but froze on this https://t.co/LvSa62DKR9,"@788707 We'd like to help. Let's try reinstalling the macOS from recovery. This article has more info on that: https://t.co/KKHbRRkCpI Check out the ""Other screens you might see"" section.",performance_freezing,yes,Mac is freezing with a display symptom and may need deeper troubleshooting,MacBook froze and the screen turned yellow.
2607513,2607513.0,Help! What is happening to my MacBook? It just froze then ~20 secs later the screen turned yellow... @AppleSupport https://t.co/0IOzFio4yV,"@737620 Help is here! If you restart your Mac, does the issue persist? What macOS version is currently installed?",other_unclear,yes,Insufficient information to safely determine the problem,Only says the previous step did not work.
1243829,1243828.0,@AppleSupport I’ve done that and nothing,@411810 DM us which MacBook you're using and which macOS software you are currently running on it. https://t.co/GDrqU22YpT,ios_update_issue,yes,Multiple service failures are explicitly linked to recent upgrades,Messages and other functionality stopped working after Apple Watch/software upgrades.
2645638,2645638.0,@AppleSupport - Ever since I got my new apple watch and the recent upgrades nothing is working. SO FRUSTRATED - apple going down hill fast IMO! Messages not working. Previously blamed on my carrier (never had a carrier problem) won't even take responsibility. NO HELP.,@746428 That's not what we like to hear! We want you to enjoy that new device! Please send us a DM with your iOS and WatchOS and we will go from there. Thank you. https://t.co/GDrqU22YpT,performance_freezing,no,Standard UI/performance troubleshooting can be automated,Spinning gear indicates the device/app is stuck loading.
599083,599082.0,@AppleSupport Spinning gear..,@262086 This article should help you out: https://t.co/osZOKKTalm,ios_update_issue,no,Common update troubleshooting can be automated,Unable to back up or update is explicitly reported over a long period.
1919937,1919938.0,"@115858 I haven't been able to back up or update my phone since June, either. I am beyond annoyed.",@571578 We'd be happy to see how we can help with the issues you're experiencing. DM us which iPhone and iOS version you're using? https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Only says issues remain.
790683,790682.0,@AppleSupport Still having issues,@308542 Which iPhone are you using? Provide us more details so we can see how we can be of assistance.,ios_update_issue,no,Common update troubleshooting can be automated,iPhone 6s cannot download the latest update.
1770805,1770805.0,@AppleSupport  hey my iPhone 6s can’t download the latest update,"@532332 You've come to the right place, we'd love to help you! Let us know what happens when you try to download the iOS update.",display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Keyboard behavior changes unexpectedly inside Messages.
584803,584803.0,Facing two issues on ios 11.2 latest build number(15C114) first one while going into message and going back keyboard appears and second one while typing suddenly blue keyboard appears and gone @AppleSupport https://t.co/ddXsElkVSO,@258015 Is this only happening when you're quickly switching between messages?,other_unclear,yes,Insufficient information to safely determine the problem,Only provides an iOS version.
285709,285708.0,@AppleSupport iOS 11.0.2,@184063 Do you have any pending updates available in the App Store? Let us know in DM. https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Customer complains that every update leaves an unresolved issue.
1892554,1892555.0,@564294 @115858 Every update I look in the summary like... “We just gonna act like this shit isn’t happening or?” 🙄 They have yet to address it!,"@564295 We'd be happy to look into any issues you're experiencing. Send us a DM of the details, and we'll continue from there. https://t.co/GDrqU22YpT",display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
2016712,2016712.0,Nah but @115858 needs to fix this “I️” problem asap.,@596391 Thanks for reaching out. We have a workaround for this here: https://t.co/qODbOsp4wz DM us if you still need help. https://t.co/GDrqU22YpT,apps_media_issue,no,Standard Maps troubleshooting can be automated,Requests a Maps update for a geographic mapping problem.
252866,252866.0,@115858  can you please update your maps for the new queensferry bridge. I’m nae in the middle of the north sea and my phone is yellin @ me. https://t.co/nV6JQN01fQ,"@176091 Thanks for reaching out. We'd like to have you ""Report an issue in Maps"" following the steps here:  https://t.co/jiMIBQw7go",other_unclear,yes,Insufficient information to safely determine the problem,Only provides a link.
33413,33414.0,@AppleSupport  https://t.co/2vVFr3ZYiK,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,network_connectivity,no,Standard connectivity/settings troubleshooting can be automated,Personal Hotspot keeps turning on unexpectedly.
2238148,2238148.0,@AppleSupport why does my personal hotspot keep turning on by itself 😐,@186415 We're here to help. Please meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Freezing and audio problems are explicitly attributed to iOS 11.0.3.
2220329,2220329.0,"@AppleSupport help me.. my iPhone 5s is freezing on homescreen, can't adjust audio, after update to iOS 11.0.3. please fix it asap",@648515 We'd love to help. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,how_to_feature_question,no,Informational battery-use questions are suitable for automation,Asks how best to use/charge a new iPhone battery.
2147786,2147786.0,@115858 when getting a new iphone what is the best thing to do for the battery? use it till it fully dies than full charge or charge fully before use? or? @AppleSupport,@388547 Glad you reached out. Please DM us and we can chat. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Only provides an iOS version.
52293,52292.0,@AppleSupport It’s 11.0.3,"@127763 Let's have you update to 11.1 per the following article, then see if the issue continues or not. https://t.co/80YRnjDFDk",display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,I-character is replaced by symbols.
2641754,2641755.0,@222544 @AppleSupport I️ have the same problem as @222544   I️ (👁) being replaced with symbols,@745491 We'd be happy to help you out! Send us a DM and we will work on this from there. https://t.co/GDrqU22YpT,apps_media_issue,no,Standard app troubleshooting can be automated,Visual/display behavior is specifically reported inside Gmail.
944217,944218.0,@AppleSupport Visual. Always for Gmail. Goes away once in a blue moon but comes back for a new email. Doesn’t go away after msg is read or deleted.,@343886 Let's restart your device and see if the issue is resolved: https://t.co/OWRDHWSt4h,ios_update_issue,no,Common update troubleshooting can be automated,Customer explicitly calls it an iOS 11 bug.
1035571,1035571.0,@AppleSupport can you please fix this bug in iOS11? https://t.co/yrpZNbGRQm,@364947 We'd like to help. Let us know what iOS version is currently installed: Settings &gt; General &gt; About.,other_unclear,no,No escalation is required for sentiment alone,Customer expresses disappointment without a concrete support request.
1785846,1785846.0,I have never been so disappointed in @115858 and @AppleSupport in all my iPhone history #theyreuseless #imfrustrated 😠😤,@536553 This isn't what we like to hear. Please DM us more about what's happened and we'll do our best to get it taken care of. https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Customer explicitly asks Apple to fix iOS 11 bugs.
1872256,1872256.0,my phone has so many problems @115858 pls fix the ios 11 bugs :-),@559083 We're here for you to get things working like they should be. Meet us in DM where we can learn more about what's happening. https://t.co/GDrqU22YpT,account_icloud_issue,yes,Changing Apple ID settings may require account verification,Customer is unable to change the Apple ID.
1584666,1584665.0,@AppleSupport I am trying to change the apple id. It does not ask to change,@487619 Our Apple ID phone support team will be best suited to help you with this. You may contact them here: https://t.co/UJm15vmMM2,other_unclear,yes,Insufficient information to safely determine the problem,Says restarting did not help but does not state the underlying issue.
1179740,1179739.0,"@AppleSupport I restarted the phone lot of times, does not help.
Frustrating! To say the least","@397447 We can certainly look into this further with you. Send us a Direct Message, and we’ll go from there.",other_unclear,yes,Customer-service complaint requires human attention,Explicit complaint about poor Apple Bahrain customer service.
2730450,2730450.0,Horrible customer service at Apple Bahrain!!! #bahrain #imachine #apple #iStore @115858,@765498 We'll gladly look into this. Send us a DM with details about your experience. https://t.co/GDrqU22YpT,battery_issue,yes,Refund/service resolution may require human review,Battery is significantly worse after an iOS downgrade and the customer requests money back.
2680136,2680136.0,@AppleSupport my iPhone 7 Plus battery is significantly worse since I’ve downgraded to iOS 11. Please fix this or give me my hard earned money back. Thanks.,@754067 Hi. We understand it's important to have reliable battery life with your iPhone. You're in the right place for help. DM us and tell us the exact version of iOS you're running. You can find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Vague statement that the phone is malfunctioning.
1921850,1921850.0,My phone is buggingggggggg..... I see you @115858 👀,@572122 We're here to help! Send us a DM telling us which iPhone you have and the iOS version it's running to begin. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Vague reaction with no identifiable problem.
1675528,1675528.0,Uhmmmm wtf is this I️ @115858 !,@509764 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,battery_issue,yes,Combined battery/restart symptoms may require deeper troubleshooting,Battery lasts only 30 minutes and the phone also randomly restarts/dies.
2193307,2193308.0,@AppleSupport It obviously is not if my battery lasts only 30 minutes on full charge and randomly keeps restarting/dying,@641896 Thanks for contacting us here. We'd like to look into this with you. Let's meet in DM. https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Asks how to reverse or avoid the update.
1779842,1779842.0,@115858 is there a way to un-update my phone? I dont want to be subject to glitches until u get it right.,"@534752 As iOS 11 includes security enhancements, reverting isn't supported. Please tell us what's going on in DM, we'd love to help. https://t.co/GDrqU22YpT",ios_update_issue,no,Common update troubleshooting can be automated,Customer explicitly blames the new update for the phone problems.
647389,647389.0,"@115858 The new update is fucking up my phone, fix that shit! 😤😤",@273781 Happy to help with this. DM us and let us know what model iPhone you're using right now. https://t.co/GDrqU22YpT,apps_media_issue,no,Standard App Store troubleshooting can be automated,App update behavior appears anomalous inside the App Store.
1155590,1155590.0,"@AppleSupport Is this a bug? The page says this app has been updated 11 times in the last 10 minutes.
https://t.co/wbVO5bYMS1","@73023 We'd like to take a look into this. Send us a DM with more details, and we'll start there. https://t.co/GDrqU22YpT",purchase_order_support,yes,In-app payment problems may require transaction-specific investigation,Visa card cannot be used for in-app purchases after an iOS update.
951790,951791.0,"@AppleSupport after i update my phone to ios11 i can’t use my visa card to buy in apps, can u help ?!",@345796 We're here to help. DM us what message or error you receive. https://t.co/GDrqU22YpT,purchase_order_support,yes,Returns of faulty hardware may require transaction/service verification,Asks about limits on returning faulty earphones.
1220017,1220017.0,@AppleSupport is there a limit to how many times you can return faulty earphones?,@406232 Great question. We'd be happy to discuss this with you. Send us a DM and we'll go from there: https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Phone freezing is explicitly attributed to iOS 11.
1818680,1818680.0,@115858 please get this iOS 11 shit under control because if my phone freezes ONE more time I’m gonna smash it. Thanks ☺️,@546277 We are glad that you reached out to us instead of smashing your phone. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
1705353,1705353.0,"Aye, fix this ""I"" bullshit my G @115858",@516893 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_update_issue,no,Common update troubleshooting can be automated,Customer asks about WatchOS update availability.
2965353,2965353.0,@AppleSupport why does my iPhone 8 Plus still think my Apple Watch Series 2 is up to date with watchOS 4.0? Hasn't 4.1 been out for weeks?,@818114 We're happy to look into this with you. What iOS version is your iPhone currently on? You can check by going to Settings &gt; General &gt; About.,other_unclear,yes,Insufficient information to safely determine the problem,Only says 'bug' and provides a link.
2287627,2287627.0,Bug? @AppleSupport @115858 https://t.co/ZadUXK4fxR,"@664650 Let's take a look into this together. Have you tried a simple restart since noticing this issue? If not, let's restart: https://t.co/OWRDHWSt4h Let us know if that helps.",performance_freezing,no,Standard app/performance troubleshooting can be automated,Reports apps freezing along with other symptoms; no specific transaction or account action is needed.
272207,272208.0,"@AppleSupport Why should I send a DM? My apps freeze up, my battery drains too fast and when I delete emails and reopen my inbox they have returned",@180966 We want to continue our extended steps in DM. Reach out there if you change your mind. https://t.co/GDrqU22YpT,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
1605096,1605096.0,@115858 i️ need y’all to fix this!!!! i️ i️ i️ i️,@307430 We recommend trying the steps here: https://t.co/xU1AGHStV6,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
2971292,2971292.0,@115858 you have had how long to fix the I️ and I️t bug? Fix it in two days or I convert to Androids,@819567 Let's look into this for you. We recently released an iOS update that addressed autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,network_connectivity,no,Standard connectivity troubleshooting can be automated,LTE connection is intermittent.
34592,34590.0,"@AppleSupport I managed to get LTE last night, spent some time until the connection was fast. Thought the issue solved by itself, but it happened again.",@123494 Got it. Let's go ahead and meet in DM and we'll continue this from there. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Only agrees with another user's complaint.
1571709,1571710.0,@180692 Same! Fix it @115858,@484574 Thanks for bringing this to our attention. Let's try this: https://t.co/xU1AGHStV6,restart_boot_issue,yes,Boot-loop problems may require deeper troubleshooting,Phone is black with a blinking Apple logo.
2508239,2508239.0,@AppleSupport my iphone has been black all day with a blinking apple sign. It is fully charged / no damage. How do I fix this?,@715078 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,other_unclear,yes,Insufficient information to safely determine the problem,Asks whether an unspecified bug has been fixed.
2229346,2229346.0,@115858 do you fix this bug yet?🤪,"@650579 We put out an update yesterday to help with the issue with predictive text. If you're not running iOS 11.1.1, go ahead and update as shown here: https://t.co/xXaXeeSRt9 If that persists afterwards, go ahead and send us a DM &amp; we'll continue. https://t.co/GDrqU22YpT",how_to_feature_question,no,How-to questions are suitable for automation,Asks how to transfer photos from iPhone to PC.
1249048,1249048.0,"@AppleSupport Ever since the update before this newest one, I haven't been able to figure out how to transfer my photos from phone to PC.",@413053 We'll be happy to look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,other_unclear,no,No action is required for a support-status request,Only asks Apple to continue the conversation in DMs.
1267670,1267670.0,@AppleSupport hello dms please,"@416815 We've received your DM, and we'll continue with you there. Be on the lookout for a response. https://t.co/GDrqU22YpT",display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring keyboard I-character bug.
2149186,2149186.0,Dear @115858 fix my god damn keyboard I️ hate this shit,@631653 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,how_to_feature_question,no,Informational battery-use questions are suitable for automation,Asks how best to use/charge a new iPhone battery.
2147786,2147786.0,@115858 when getting a new iphone what is the best thing to do for the battery? use it till it fully dies than full charge or charge fully before use? or? @AppleSupport,@388547 Glad you reached out. Please DM us and we can chat. https://t.co/GDrqU22YpT,ios_update_issue,no,Common update troubleshooting can be automated,Customer says the update is making the phone malfunction.
1704695,1704695.0,This update got my phone tweaking @AppleSupport @115858 🤬,"@516710 We're here to help. To start, what device model are you using and what issue(s) are you experiencing exactly?",battery_issue,no,Standard battery troubleshooting can be automated,Battery drains unusually quickly after an update.
1332285,1332285.0,"Hilfe, @AppleSupport mein iphone6 verliert die Energie zu schnell seit Update... 😂😂😂",@430803 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_update_issue,no,Multiple symptoms are explicitly attributed to the update,"Update is the common cause of battery, freezing, app, and charging symptoms."
309968,309968.0,"@AppleSupport iPhone 7 Plus, upgraded to iOS 11.0.2 - battery drain, phone freeze, apps crashing, not charging quickly, etc.","@190002 Thank you for reaching out to us. We're happy to help. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT",apps_media_issue,no,Standard app troubleshooting can be automated,Apple Watch calendar data is not appearing as expected.
1386565,1386565.0,Why won’t my @115858 watch 3 show my calendar events?? @AppleSupport It shows birthdays and nothing else. https://t.co/eGJSz8Z63I,@442635 Let’s get your watch and iPhone Calendars in sync. Please check the mirror my iPhone as shown at the bottom of your screenshot.,charging_issue,yes,Potential hardware safety issue requires human handling,Customer reports an Apple charger exploding.
2618285,2618285.0,@AppleSupport is it normal for an apple charger to explode after only owning for less than three days? https://t.co/GWLUoL9aGx,@739934 Hi. This is not the experience we want you to have with your new cable. DM us and tell us which country you're located in and we can go from there. https://t.co/GDrqU22YpT,account_icloud_issue,yes,Fraud/account issues require human investigation and verification,Customer reports fraudulent IDs associated with the account.
1804890,1804890.0,"@AppleSupport the rep will not tell me the other fraudulent IDs, will not remove them from my account.  I have been on hold for 45 min.",@368821 Your privacy is paramount in these cases. Please DM us with the country you're in so we know what support options there are. https://t.co/GDrqU22YpT,other_unclear,yes,Existing support case requires human follow-up,Customer says the phone still does not work after visiting the store and opening a case.
753607,753607.0,"@115858 after visiting the store and contact’n u all case 10029 308 4291, IPhone still not workn is any1 going to help?",@300110 Hi there! Send us a DM and we'll look into this with you there. https://t.co/GDrqU22YpT,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
1636534,1636534.0,@115858 so when y’all gonna fix the I️ ?!!,@500555 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,display_touch_issue,no,Standard screen/boot-display troubleshooting can be automated,Question-mark box is a display/startup symptom.
1579741,1579741.0,"I still have this question mark box, what is that @AppleSupport",@486424 We'd love to help. Follow the steps here: https://t.co/xXaXeeSRt9 Let us know if you have further questions.,how_to_feature_question,no,How-to questions are suitable for automation,Asks how to disable media keys behavior in YouTube.
1660031,1660031.0,@AppleSupport I’ve updated to high sierra and now media keys (⏪⏯⏩) work in YouTube and that’s the thing I want to disable. How do I do this?,@176768 Thanks for reaching out to us. Send us a DM and we can look into this. https://t.co/GDrqU2kzhr,how_to_feature_question,no,How-to questions are suitable for automation,Duplicate of the preceding High Sierra media-key question.
1660031,1660031.0,@AppleSupport I’ve updated to high sierra and now media keys (⏪⏯⏩) work in YouTube and that’s the thing I want to disable. How do I do this?,@176768 Thanks for reaching out to us. Send us a DM and we can look into this. https://t.co/GDrqU2kzhr,performance_freezing,no,Standard performance troubleshooting can be automated,Phone became very slow after the recent iOS update; slowness is primary.
2110775,2110775.0,"@AppleSupport  my phone has been INCREDIBLE slow since updating the most recent iOS 11 update (11.1.1, maybe?) and it's really starting to irritate me. Please fix it.",@622662 That’s not what we like to hear about the iPhone. Please let us know more about the apps and features that hang up in detail via a direct message. https://t.co/GDrqU22YpT,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Question-mark/exclamation-point characters indicate the text-input bug.
2147733,2147733.0,@AppleSupport why does every time I️ it makes that exclamation point and a box with a question mark in it?,@631290 We're happy to help. Check out this article for steps to help with this issue: https://t.co/xXaXeeSRt9,audio_call_issue,no,Standard audio troubleshooting can be automated,Crackling sound is reported from iPhone speakers during FaceTime.
2076308,2076308.0,The weird crackling sound within the #iphone8Plus #ios11 with the speakers during #FaceTime @115858 @AppleSupport 😒,@614070 Let's look into this. Have you updated to 11.0.2 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,account_icloud_issue,yes,Apple ID/iCloud access errors may require account/service investigation,Repeated server connection errors prevent Apple ID/iCloud login.
2972479,2972479.0,"@AppleSupport Been trying to log into my apple id/iCloud and have been getting ""There has been an error connecting to the server"" every single time.. ?","@819837 Let's take a closer together look to get iCloud set up on your device. Which model do you have and what's the exact OS version number installed?

When did this start and any steps tried since?",performance_freezing,no,Standard app/performance troubleshooting can be automated,Phone is stuck inside Twitter and cannot return to the home screen.
2642265,2642265.0,Okay so my phone is stuck on twitter and I can't go to my home screen whyyy apple @AppleSupport,@745605 We're here to help. Let's restart and see if you are able to navigate: https://t.co/OWRDHWSt4h,other_unclear,no,No active support action is required,Statement appears to indicate the customer fixed the issue.
1626231,1626231.0,@115858  I️ fix that shit,@497974 We're happy to help you get this sorted out. Follow the steps here and let us know if this helps: https://t.co/xXaXeeSRt9,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
460849,460849.0,@115858 fix this!!!! I️ I️ I️,@224483 Thanks for reaching out. We'd like to know more to assist. Which software version are you having this issue on? Let us know and we'll continue.,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
1708573,1708573.0,"@115858 @AppleSupport FIX THIS SHIT! 
I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️",@517743 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,display_touch_issue,no,Standard keyboard or text-input troubleshooting can be automated,Recurring I-character keyboard bug.
2616640,2616640.0,"@AppleSupport hey why the hell does my phone go from 22 percent to 10 in one sec, like damn it was 22 percent then one second later the damn 10% remaining warning popped up","@739571 We understand how vital your battery is to your device and want to help. Is this an issue that began recently? Also, how long does your battery last on a full charge? Let us know in a DM to continue. https://t.co/GDrqU22YpT",battery_issue,no,Standard battery troubleshooting can be automated,Battery percentage drops abnormally quickly.
1920166,1920166.0,@115858 my phone doesnt respond to my touch and it glitches replace my phone please,@571642 We’d be glad to get your iPhone to a working condition again. Can you let us know if there was a recent update via DM? https://t.co/GDrqU22YpT,display_touch_issue,yes,Unresponsive touch plus a replacement request may require hardware/service review,Customer says touch does not respond and asks for a device replacement.
